"Data 
month",Data type,Nationality group,Nationality,All staff groups,All staff groups,HCHS doctors - All grades,HCHS doctors - Consultant,HCHS doctors - Associate Specialist,HCHS doctors - Specialty Doctor,HCHS doctors - Staff Grade,HCHS doctors - Specialty Registrar,HCHS doctors - Core Training,HCHS doctors - Foundation Doctor Year 2,HCHS doctors - Foundation Doctor Year 1,HCHS doctors - Hospital Practitioner / Clinical Assistant,HCHS doctors - Other HCHS Doctor Grades,Nurses & health visitors,Midwives,Ambulance staff,"Scientific, therapeutic & technical staff",All staff groups,"Support to doctors, nurses & midwives",Support to ambulance staff,Support to ST&T staff,All staff groups,Senior managers,Managers,Central functions,"Hotel, property & estates",Unknown classification
Jun-26,Headcount,Rest of World,Burundi,30.00,15.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1.00,0.00,1.00,12.00,11.00,0.00,1.00,4.00,0.00,0.00,1.00,3.00,0.00
Jun-26,Headcount,Rest of World,Cambodian,10.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,2.00,2.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00
Jun-26,Headcount,Rest of World,Cameroonian,727.00,347.00,33.00,2.00,3.00,1.00,0.00,13.00,13.00,1.00,0.00,0.00,0.00,282.00,4.00,0.00,28.00,330.00,297.00,4.00,29.00,51.00,1.00,3.00,22.00,25.00,0.00
Jun-26,Headcount,Rest of World,Canadian,1368.00,1046.00,617.00,72.00,6.00,29.00,2.00,185.00,149.00,73.00,101.00,2.00,0.00,129.00,13.00,12.00,276.00,197.00,108.00,10.00,79.00,124.00,12.00,21.00,78.00,13.00,1.00
Jun-26,Headcount,Rest of World,Cape Verdean,9.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,3.00,3.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00
Jun-26,Headcount,Rest of World,Caymanian,27.00,12.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,11.00,0.00,0.00,0.00,14.00,13.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,Headcount,Rest of World,Central African,140.00,80.00,8.00,3.00,0.00,1.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00,54.00,4.00,0.00,14.00,50.00,40.00,1.00,9.00,10.00,0.00,1.00,4.00,5.00,0.00
Jun-26,Headcount,Rest of World,Chadian,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Channel Islander,5.00,4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Chilean,87.00,57.00,18.00,5.00,0.00,2.00,2.00,6.00,3.00,0.00,0.00,0.00,0.00,7.00,7.00,1.00,24.00,19.00,14.00,0.00,5.00,11.00,0.00,2.00,6.00,3.00,0.00
Jun-26,Headcount,Rest of World,Chinese,2207.00,1279.00,288.00,67.00,4.00,7.00,0.00,72.00,62.00,29.00,42.00,1.00,4.00,369.00,9.00,5.00,608.00,604.00,380.00,8.00,216.00,324.00,1.00,25.00,166.00,132.00,1.00
Jun-26,Headcount,Rest of World,Cocos Islander,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Colombian,169.00,66.00,26.00,11.00,0.00,4.00,1.00,7.00,2.00,0.00,1.00,0.00,0.00,17.00,3.00,0.00,20.00,74.00,47.00,0.00,27.00,29.00,0.00,3.00,11.00,15.00,0.00
Jun-26,Headcount,Rest of World,Congolese,292.00,88.00,4.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,64.00,2.00,2.00,16.00,120.00,103.00,3.00,14.00,84.00,0.00,1.00,7.00,76.00,0.00
Jun-26,Headcount,Rest of World,Costa Rican,9.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,4.00,4.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,Headcount,Rest of World,Cuban,35.00,17.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,12.00,0.00,1.00,2.00,12.00,9.00,0.00,3.00,6.00,0.00,0.00,2.00,4.00,0.00
Jun-26,Headcount,Rest of World,Djiboutian,10.00,7.00,3.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00
Jun-26,Headcount,Rest of World,Dominican,116.00,84.00,33.00,3.00,0.00,0.00,1.00,11.00,13.00,1.00,4.00,0.00,0.00,48.00,0.00,0.00,3.00,20.00,15.00,0.00,5.00,12.00,0.00,1.00,4.00,7.00,0.00
Jun-26,Headcount,Rest of World,Dutch Antillean,10.00,5.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,2.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00
Jun-26,Headcount,Rest of World,Ecuadorian,45.00,18.00,8.00,3.00,0.00,0.00,0.00,2.00,3.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,6.00,16.00,10.00,0.00,6.00,11.00,0.00,0.00,2.00,9.00,0.00
Jun-26,Headcount,Rest of World,Egyptian,5006.00,4866.00,4622.00,903.00,124.00,729.00,8.00,1555.00,1219.00,50.00,30.00,9.00,1.00,89.00,0.00,0.00,155.00,89.00,49.00,0.00,40.00,50.00,2.00,7.00,23.00,18.00,1.00
Jun-26,Headcount,Rest of World,Emirati,31.00,27.00,17.00,1.00,0.00,2.00,0.00,5.00,6.00,2.00,1.00,0.00,0.00,7.00,0.00,0.00,3.00,3.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,Headcount,Rest of World,Equatorial Guinean,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Eritrean,320.00,106.00,6.00,0.00,0.00,1.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,64.00,0.00,2.00,34.00,101.00,87.00,1.00,13.00,117.00,0.00,0.00,6.00,111.00,0.00
Jun-26,Headcount,Rest of World,Ethiopian,227.00,78.00,37.00,1.00,1.00,1.00,0.00,8.00,24.00,2.00,0.00,0.00,0.00,30.00,1.00,0.00,10.00,104.00,88.00,0.00,16.00,45.00,0.00,0.00,7.00,38.00,0.00
Jun-26,Headcount,Rest of World,Falkland Islander,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Faroese,4.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,Headcount,Rest of World,Fijian,72.00,36.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,7.00,33.00,31.00,1.00,1.00,4.00,0.00,0.00,0.00,4.00,0.00
Jun-26,Headcount,Rest of World,Filipino,34458.00,27630.00,225.00,6.00,6.00,22.00,0.00,71.00,95.00,16.00,8.00,1.00,0.00,25716.00,47.00,2.00,1643.00,5404.00,4673.00,15.00,718.00,1419.00,4.00,25.00,329.00,1061.00,9.00
Jun-26,Headcount,Rest of World,French Guianese,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Gabonese,19.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,4.00,3.00,0.00,1.00,3.00,0.00,0.00,1.00,2.00,0.00
Jun-26,Headcount,Rest of World,Gambian,459.00,131.00,11.00,1.00,0.00,2.00,0.00,6.00,2.00,0.00,0.00,0.00,0.00,106.00,2.00,0.00,12.00,199.00,173.00,3.00,23.00,129.00,0.00,1.00,15.00,113.00,0.00
Jun-26,Headcount,Rest of World,Georgian,24.00,9.00,6.00,0.00,1.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,10.00,8.00,0.00,2.00,5.00,0.00,0.00,1.00,4.00,0.00
Jun-26,Headcount,Rest of World,Ghanaian,10574.00,5201.00,230.00,18.00,6.00,18.00,0.00,113.00,62.00,11.00,2.00,0.00,0.00,4075.00,545.00,2.00,350.00,3973.00,3637.00,28.00,309.00,1411.00,3.00,16.00,214.00,1179.00,3.00
Jun-26,Headcount,Rest of World,Gibraltar,13.00,9.00,5.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,2.00,1.00,0.00,1.00,2.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00
Jun-26,Headcount,Rest of World,Greenlandic,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Grenadian,127.00,89.00,16.00,0.00,0.00,3.00,0.00,7.00,5.00,1.00,0.00,0.00,0.00,67.00,3.00,0.00,3.00,30.00,24.00,0.00,6.00,8.00,0.00,1.00,3.00,4.00,0.00
Jun-26,Headcount,Rest of World,Guadeloupian,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Guamanian,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Guatemalan,11.00,4.00,4.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,4.00,0.00,0.00,2.00,2.00,0.00
Jun-26,Headcount,Rest of World,Guinean,57.00,15.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,13.00,1.00,0.00,0.00,27.00,22.00,1.00,4.00,15.00,0.00,0.00,0.00,15.00,0.00
Jun-26,Headcount,Rest of World,Guyanese,540.00,455.00,15.00,2.00,1.00,2.00,0.00,7.00,3.00,0.00,0.00,0.00,0.00,393.00,40.00,0.00,8.00,62.00,51.00,2.00,9.00,23.00,0.00,1.00,5.00,17.00,0.00
Jun-26,Headcount,Rest of World,Haitian,2.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Honduran,21.00,13.00,11.00,0.00,0.00,0.00,0.00,5.00,5.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,5.00,5.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00
Jun-26,Headcount,Rest of World,Hong Kong (British/Chinese),1765.00,769.00,165.00,19.00,2.00,6.00,0.00,36.00,26.00,29.00,47.00,0.00,0.00,172.00,4.00,3.00,425.00,636.00,416.00,11.00,209.00,361.00,2.00,8.00,194.00,157.00,2.00
Jun-26,Headcount,Rest of World,Indian,82106.00,61232.00,13145.00,3736.00,436.00,1706.00,31.00,3017.00,3438.00,470.00,270.00,36.00,24.00,42835.00,67.00,27.00,5162.00,15474.00,12594.00,83.00,2805.00,5425.00,40.00,161.00,2322.00,2906.00,4.00
Jun-26,Headcount,Rest of World,Indonesian,185.00,97.00,61.00,8.00,0.00,3.00,0.00,26.00,15.00,4.00,5.00,0.00,0.00,15.00,3.00,1.00,17.00,55.00,43.00,1.00,11.00,34.00,0.00,0.00,10.00,25.00,0.00
Jun-26,Headcount,Rest of World,Iranian,1465.00,1125.00,473.00,50.00,9.00,42.00,1.00,107.00,201.00,37.00,23.00,1.00,2.00,275.00,126.00,2.00,249.00,264.00,159.00,0.00,105.00,75.00,0.00,6.00,46.00,23.00,1.00
Jun-26,Headcount,Rest of World,Iraqi,671.00,620.00,560.00,97.00,7.00,48.00,1.00,164.00,221.00,10.00,10.00,2.00,0.00,9.00,2.00,0.00,49.00,41.00,27.00,0.00,15.00,10.00,0.00,0.00,4.00,6.00,0.00
Jun-26,Headcount,Rest of World,Israeli,132.00,110.00,76.00,15.00,6.00,4.00,1.00,33.00,9.00,4.00,4.00,0.00,0.00,16.00,1.00,1.00,16.00,12.00,6.00,1.00,5.00,10.00,1.00,5.00,2.00,2.00,0.00
Jun-26,Headcount,Rest of World,Ivorian,95.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,5.00,45.00,38.00,0.00,7.00,35.00,0.00,1.00,7.00,27.00,0.00
Jun-26,Headcount,Rest of World,Jamaican,2592.00,1218.00,69.00,6.00,3.00,6.00,1.00,25.00,25.00,2.00,1.00,0.00,0.00,880.00,139.00,2.00,128.00,971.00,855.00,18.00,100.00,405.00,3.00,4.00,79.00,319.00,1.00
Jun-26,Headcount,Rest of World,Japanese,403.00,258.00,95.00,27.00,4.00,8.00,0.00,28.00,13.00,4.00,10.00,1.00,0.00,93.00,7.00,0.00,63.00,110.00,66.00,0.00,44.00,35.00,0.00,2.00,18.00,15.00,0.00
Jun-26,Headcount,Rest of World,Jordanian,790.00,769.00,726.00,60.00,9.00,51.00,1.00,251.00,306.00,22.00,25.00,0.00,1.00,25.00,0.00,0.00,18.00,15.00,5.00,2.00,8.00,6.00,0.00,1.00,5.00,0.00,0.00
Jun-26,Headcount,Rest of World,Kazakhstani,24.00,9.00,8.00,1.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,8.00,0.00,4.00,3.00,0.00,1.00,1.00,1.00,0.00
Jun-26,Headcount,Rest of World,Kenyan,2591.00,1945.00,158.00,25.00,0.00,13.00,0.00,50.00,48.00,8.00,13.00,1.00,0.00,1623.00,16.00,7.00,141.00,539.00,452.00,11.00,77.00,111.00,1.00,3.00,50.00,57.00,0.00
Jun-26,Headcount,Rest of World,Kittitian,26.00,18.00,13.00,0.00,0.00,0.00,0.00,4.00,4.00,2.00,3.00,0.00,0.00,3.00,0.00,0.00,2.00,8.00,4.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Korean,29.00,24.00,9.00,6.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,2.00,2.00,2.00,0.00,0.00,3.00,0.00,1.00,2.00,0.00,0.00
Jun-26,Headcount,Rest of World,Kuwaiti,42.00,35.00,25.00,3.00,0.00,2.00,0.00,4.00,8.00,4.00,4.00,0.00,0.00,2.00,0.00,0.00,8.00,5.00,5.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00
Jun-26,Headcount,Rest of World,Kyrgyzstani,5.00,4.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Laotian,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Lebanese,296.00,248.00,139.00,19.00,4.00,4.00,0.00,49.00,44.00,13.00,6.00,0.00,0.00,80.00,6.00,0.00,23.00,29.00,16.00,0.00,13.00,19.00,1.00,9.00,8.00,1.00,0.00
Jun-26,Headcount,Rest of World,Liberian,45.00,14.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,1.00,22.00,18.00,0.00,4.00,9.00,0.00,0.00,1.00,8.00,0.00
Jun-26,Headcount,Rest of World,Libyan,271.00,237.00,224.00,23.00,14.00,41.00,0.00,53.00,88.00,4.00,2.00,0.00,0.00,1.00,1.00,0.00,11.00,22.00,10.00,0.00,12.00,12.00,1.00,0.00,2.00,9.00,0.00
Jun-26,Headcount,Rest of World,Liswati,105.00,91.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,82.00,4.00,0.00,3.00,13.00,12.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,Headcount,Rest of World,Macanese,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Macedonian,35.00,14.00,5.00,2.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,3.00,12.00,8.00,0.00,4.00,9.00,0.00,1.00,3.00,5.00,0.00
Jun-26,Headcount,Rest of World,Malagasy,9.00,6.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Malawian,370.00,200.00,17.00,4.00,2.00,1.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,161.00,3.00,0.00,19.00,149.00,137.00,1.00,11.00,22.00,0.00,0.00,19.00,3.00,0.00
Jun-26,Headcount,Rest of World,Malaysian,3475.00,3226.00,2521.00,785.00,17.00,88.00,1.00,813.00,430.00,158.00,222.00,7.00,2.00,200.00,10.00,4.00,491.00,143.00,73.00,2.00,68.00,108.00,4.00,8.00,64.00,33.00,0.00
Jun-26,Headcount,Rest of World,Maldivian,51.00,47.00,45.00,1.00,0.00,1.00,0.00,16.00,13.00,4.00,10.00,0.00,0.00,2.00,0.00,0.00,0.00,4.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Malian,4.00,4.00,3.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Manx,24.00,18.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,7.00,2.00,2.00,4.00,4.00,3.00,0.00,1.00,2.00,0.00,0.00,0.00,2.00,0.00
Jun-26,Headcount,Rest of World,Marshallese,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Mauritanian,214.00,87.00,21.00,4.00,0.00,2.00,0.00,6.00,8.00,1.00,0.00,0.00,0.00,52.00,1.00,1.00,12.00,97.00,82.00,2.00,13.00,31.00,0.00,1.00,10.00,20.00,0.00
Jun-26,Headcount,Rest of World,Mauritian,1265.00,559.00,159.00,30.00,2.00,7.00,0.00,66.00,34.00,12.00,6.00,2.00,0.00,340.00,4.00,1.00,55.00,518.00,451.00,2.00,66.00,189.00,3.00,12.00,71.00,103.00,0.00
Jun-26,Headcount,Rest of World,Mexican,162.00,75.00,49.00,9.00,2.00,5.00,0.00,16.00,17.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,21.00,54.00,38.00,0.00,16.00,34.00,0.00,3.00,22.00,9.00,0.00
Jun-26,Headcount,Rest of World,Moldovan,40.00,11.00,5.00,0.00,2.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,4.00,20.00,20.00,0.00,0.00,9.00,0.00,0.00,2.00,7.00,0.00
Jun-26,Headcount,Rest of World,Mongolian,10.00,3.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,4.00,0.00,1.00,2.00,0.00,0.00,1.00,1.00,0.00
Jun-26,Headcount,Rest of World,Montenegrin,2.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Montserratian,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
Jun-26,Headcount,Rest of World,Moroccan,161.00,46.00,25.00,1.00,0.00,2.00,0.00,8.00,10.00,2.00,2.00,0.00,0.00,13.00,0.00,0.00,8.00,69.00,58.00,0.00,11.00,46.00,0.00,1.00,10.00,35.00,0.00
Jun-26,Headcount,Rest of World,Motswana,380.00,331.00,38.00,2.00,1.00,2.00,0.00,7.00,9.00,3.00,13.00,1.00,0.00,241.00,36.00,4.00,12.00,36.00,30.00,0.00,6.00,13.00,1.00,0.00,9.00,3.00,0.00
Jun-26,Headcount,Rest of World,Mozambican,15.00,7.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,2.00,6.00,5.00,0.00,1.00,2.00,0.00,0.00,0.00,2.00,0.00
Jun-26,Headcount,Rest of World,Myanmar,1088.00,1013.00,978.00,96.00,10.00,52.00,2.00,352.00,415.00,44.00,7.00,0.00,0.00,25.00,0.00,0.00,10.00,51.00,36.00,1.00,14.00,24.00,0.00,0.00,20.00,4.00,0.00
Jun-26,Headcount,Rest of World,Namibian,110.00,56.00,5.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,0.00,0.00,0.00,20.00,0.00,20.00,11.00,41.00,39.00,0.00,2.00,14.00,0.00,0.00,6.00,8.00,0.00
Jun-26,Headcount,Rest of World,Nepalese,4867.00,2545.00,632.00,39.00,11.00,91.00,2.00,154.00,310.00,20.00,4.00,0.00,1.00,1728.00,6.00,1.00,178.00,1501.00,1356.00,2.00,143.00,823.00,1.00,6.00,88.00,728.00,1.00
Jun-26,Headcount,Rest of World,New Caledonian,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,New Zealander,813.00,625.00,132.00,38.00,2.00,6.00,0.00,47.00,20.00,10.00,9.00,0.00,0.00,151.00,9.00,93.00,241.00,84.00,54.00,5.00,25.00,103.00,16.00,27.00,45.00,15.00,1.00
Jun-26,Headcount,Rest of World,Nicaraguan,4.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,Headcount,Rest of World,Nigerian,45669.00,20105.00,3648.00,257.00,68.00,762.00,4.00,1189.00,1229.00,78.00,42.00,21.00,1.00,12798.00,296.00,56.00,3310.00,21895.00,19719.00,155.00,2034.00,3693.00,27.00,109.00,1843.00,1718.00,9.00
Jun-26,Headcount,Rest of World,Nigerien,1246.00,877.00,666.00,17.00,1.00,41.00,0.00,418.00,142.00,22.00,22.00,3.00,0.00,170.00,3.00,0.00,38.00,313.00,280.00,2.00,31.00,56.00,0.00,4.00,23.00,29.00,0.00
Jun-26,Headcount,Rest of World,Niuean,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Ni-Vanuatu,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Norfolk Islander,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,North Korean,8.00,8.00,4.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Omani,44.00,39.00,24.00,3.00,1.00,5.00,0.00,7.00,6.00,0.00,2.00,0.00,0.00,5.00,0.00,0.00,10.00,5.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-26,Headcount,Rest of World,Pakistani,9657.00,8012.00,6642.00,923.00,169.00,815.00,11.00,1702.00,2726.00,222.00,58.00,18.00,4.00,678.00,3.00,4.00,685.00,1133.00,738.00,37.00,358.00,515.00,10.00,29.00,272.00,204.00,1.00
Jun-26,Headcount,Rest of World,Palestinian,371.00,337.00,174.00,14.00,0.00,24.00,0.00,42.00,87.00,3.00,4.00,0.00,0.00,153.00,0.00,0.00,10.00,33.00,28.00,0.00,5.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,Headcount,Rest of World,Panamanian,6.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,Headcount,Rest of World,Papua New Guinean,8.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
Jun-26,Headcount,Rest of World,Paraguayan,6.00,3.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
Jun-26,Headcount,Rest of World,Peruvian,73.00,30.00,17.00,2.00,0.00,2.00,0.00,5.00,8.00,0.00,0.00,0.00,0.00,7.00,1.00,0.00,5.00,25.00,18.00,0.00,7.00,19.00,0.00,0.00,11.00,8.00,0.00
